SALE_PRC,LAND_SQFOOT,OCEAN_DIST,WATER_DIST,CENTER_DIST,HIGHWAY_DIST,HOUSE_AGE
350000,11645,26187.1,2139.2,42534.8,2476.2,65
317000,9375,21805.3,2011.5,42462,6908.6,21
293000,7300,24812.5,767.4,42505.4,3908,35
202200,12750,26038,1990.1,42870.2,2611.1,65
4.00E+05,20550,26039.2,1990.1,42963.5,2611,17
295000,7500,24378.2,330,43012.8,4351.8,30
295000,8497,24225.7,177.7,43016.7,4494.4,30
286000,11250,23349,441.8,43071.5,5310,66
151000,15616,25535.7,1490.2,43151.4,3149.5,66
397000,11250,22463,1323.8,43122.4,6191.8,16
170000,8142,27276.1,3228.3,43325.8,1473.7,56
218000,7740,26860.1,2812.1,43313,1884.9,30
170000,5000,22555.9,1325.3,43258.3,6198.1,51
169500,5000,22458.2,1424,43262.6,6297.2,79
193000,5000,22058.7,1824.6,43289,6697.8,70
291000,7400,24458.9,409.4,43481.4,4284.4,25
320000,11730,25864.4,1812.6,43603.6,2813.8,35
221500,7400,24459.2,408.2,43581.1,4282.5,59
182500,10725,22467.2,1379.8,43563.6,6271.1,48
92500,7920,27815.5,3760.9,43869.3,931.6,66
198000,7920,26804.3,2750,43827.1,1940.6,40
3.00E+05,7400,24530.1,477.3,43726.4,4206.7,59
250000,11730,26196,2141.6,43865.9,2472.7,40
138000,7920,27160.3,3106.4,43983.1,1584.3,36
239000,12750,25706.4,1652,43945.7,2945.1,60
174000,12750,25378.1,1323.7,43943.3,3267.9,66
182500,7500,25191.8,1138.2,44004.8,3514,30
334900,7500,25191.8,1138.2,44004.8,3514,30
395000,10296,24039.6,0,43967.5,4629.9,35
195000,10350,22471.2,1306.2,44049.9,6195.3,69
250000,8320,28147.6,4097.8,44360.7,587.6,64
169000,7620,27632.7,3583.4,44327.8,1113.7,35
295000,8000,25206.3,1156.8,44217.3,3514.6,36
340000,10275,21800.8,2033.5,44298.3,6927.2,29
230000,9000,24383.4,334.6,44329.8,4333.2,35
220000,6500,27219.9,3169.2,44509,1520.1,21
86200,6500,27069.7,3019,44504.1,1658.8,48
219000,6500,28391.9,4339.7,44672.6,336.1,26
312000,18800,26324.1,2272.1,44493.7,2382.4,36
130000,6500,27612.6,3564.6,44770.8,1130.8,56
201000,18597,25139,1093.4,44791.3,3505.7,70
169000,6500,28344,4127,45214.2,428.8,67
235000,8414,28161.9,3967.2,45206.3,540.2,67
385000,13875,24044.9,0,44985.5,4586.6,21
85000,7150,26743.5,2677.2,45214.2,1995,66
360000,25194,26362.6,2286.5,45278.3,2185.2,65
335000,10160,24836.6,764.2,45270.7,3884.1,21
235000,33631,25392.4,1308.7,45337.8,3160.7,41
160000,7150,26752.7,2573.5,45468.2,2003.9,66
147000,6500,28568.2,4117.3,45653.3,204.7,67
92500,8000,27398.5,3072.1,45589.2,1398,66
150000,6500,28573.2,4051.4,45786.1,206.9,67
273000,6500,27857.9,3427.6,45709.4,941.9,26
219000,10160,24849.1,742.9,45513.8,3892.6,26
170000,6500,28175.1,3693,45782.1,607.1,36
392000,11025,24109.1,0,45659.1,4614.8,21
235000,8820,21921.8,2009.6,45638.5,6895.6,60
180000,8400,21862.6,2062.6,45641,6949.3,59
130000,6500,28718,4027.8,46052.1,111,26
162500,7395,27500.3,2993.3,45932.3,1309,31
285000,7395,26923.3,2487.9,45907.3,1881.9,26
340000,9300,24214.3,4.5,45998.1,4546,21
455000,33708,25425,1021.7,46142.8,3180.1,33
295000,24880,27747.2,2832,46644,850.9,36
155000,6500,28621.7,3585.3,46757,192.6,67
330000,13875,24475.2,0,46519.9,4233.6,40
120000,21000,23477.9,627.3,46527.9,5267.1,72
340000,10350,22578.5,1709.9,46915.4,6273.4,53
221000,10665,22139.4,2139.2,46943.5,6723.6,52
345000,10665,22139.4,2139.2,46943.5,6723.6,52
196000,10350,21622.8,2616.1,46980.9,7226.6,64
3.00E+05,9975,26381.1,1284.9,47158.1,2470.2,21
220000,10650,26319.1,1154.1,47289.5,2542,31
160000,10800,27674.2,2238.9,47520.4,1198.2,65
163000,10800,26934.4,1600.2,47493.1,1936.2,26
215000,10725,26189,929.1,47480.5,2686,31
266000,29620,23601.5,1011.9,47817.4,4954.4,31
344900,9367,22774.8,2073.9,47894.1,6142.1,16
262500,13125,25452.3,2.2,47971.3,3359.9,63
254000,12069,25851.6,272.3,48145.8,3007.9,31
305000,10650,21931,2889.1,48160.5,6952.8,61
320000,10701,23094.2,1912.2,48165.1,5788.3,16
285000,13686,25789.6,15.7,48339.6,3093.1,31
230000,9900,23224.3,1996.8,48393.3,5716.6,31
161000,16762,26785.1,835.5,48499.2,2123.3,63
289900,11286,21988.5,3032.2,48463.9,6936.1,21
245000,11629,23137.8,2073.5,48460.6,5764,36
220000,10725,27065.7,996.8,48647.5,1897.3,36
305000,7500,22389.2,2960.9,48821,6621.9,26
2.00E+05,23887,24414,1182.8,48833.8,4526.2,70
404000,40041,23570.4,1941.6,48866.5,5387.7,21
170000,10894,27071.6,677.4,49178.8,1959.8,66
3.00E+05,13875,26295.1,0,49148.4,2630.5,59
159000,10425,27538.4,737.9,49658.4,1515,66
340000,15659,25773.3,474.6,49635.9,3230.8,16
4.00E+05,18500,22617.8,3141.6,49590.4,6301.5,16
310000,18129,23741.3,2216.1,49654.7,5237.3,31
350000,10648,25596.3,771.5,49834.4,3442.6,11
290000,11376,28760.3,945.6,50060.5,287.8,21
265000,8340,24278.4,1935.5,49940.9,4735.9,16
388000,7376,22328.7,3721.9,50140.7,6724.5,0
389000,14338,27125.5,0,50242.7,1825.5,21
380000,14338,27187.4,0,50296.4,1765.1,21
381300,8752,22227.1,3863.7,50298.9,6692.9,0
185000,10705,28267.5,251.2,50654.2,766.7,66
239000,40128,24040.3,2400.6,50477.4,4962.7,21
155000,14338,28447.9,9.2,50913.3,609.3,60
320000,40128,26701.5,472.8,50824.5,2316.1,31
310000,40128,26309.1,739.8,50817.6,2722.4,31
280000,17939,28018.2,19.4,51066.3,1003,31
117500,17939,28217.4,20.3,51133.3,823.4,66
239900,14319,27531.4,266.9,51091.4,1529.6,59
117500,17939,28310.9,19.3,51161.1,728.1,77
370500,16380,24336.6,2606.1,51293.4,4483.6,16
285100,14199,25673.5,1716.6,51474.8,3434.8,31
378000,35870,26315.6,1285.5,51478.9,2729.5,31
425000,40260,23841.2,3132.3,51503.5,4531.5,39
228000,8000,22435.2,4433.4,51660.6,5733.7,26
262000,10660,25888.5,1808.4,51778.7,3255.5,16
229000,7500,22295.4,4655.8,51808.3,5782.9,62
499500,38902,27576.7,1202.2,52138.8,1541.5,21
320000,17600,24716.1,2963.6,52247.5,3532.4,26
278000,7500,22792.7,4568.7,52376,5088.3,26
185000,6900,24140.1,3605.2,52495,3891.4,59
180000,7080,22220.1,5171.7,52574.3,5536.4,21
150000,10575,25640.2,2652.6,52600.8,2723.8,63
115000,6600,23036.4,4557.5,52644.6,4766,40
130000,13677,25797.2,2724.9,52794.8,2483.4,69
146000,6300,23448.4,4343.7,52793,4347.3,21
255000,6300,22996.2,4886.7,53073.8,4663.3,26
103000,6300,23460.9,4777.2,53406.3,4131,21
135000,6300,22974.5,5150.4,53429.8,4586.3,41
2.00E+05,6600,22274.6,5816.2,53637.3,5219,21
265000,7828,23428.8,5122.8,53853.7,4046.7,21
330000,10575,25655.8,3812.3,53931.9,1911.9,11
174000,6600,23623.6,5062.9,53945.9,3841.9,41
175000,6900,22252.1,6101,54029.3,4941.9,26
319000,12411,26426.2,3607.9,54124.8,1152.5,21
290000,6300,24381,4917,54349,3054.8,16
180000,7017,23496,5574.7,54486.2,3833.4,31
152000,7350,23706.9,5559.7,54633.2,3586.1,31
206000,7350,23706.9,5559.7,54633.2,3586.1,31
127000,9856,34553.5,3148.5,32560.3,5245.7,64
135000,7100,37572,4885.1,33756.9,8291.1,41
120000,7100,37627.5,4737.1,33920.6,8359.2,62
265000,7020,38599.5,4773.7,34349.5,9329.1,8
136500,7725,37991.3,4713.9,34120.6,8724.9,64
150000,9768,39698.2,4970.5,34900.4,10446.1,71
184000,6983,33475.3,2686.3,32701.3,4200.9,56
235000,7875,38780.3,4547.9,34687.2,9541.1,0
270000,8400,38344.1,4471.6,34516.3,9102.5,2
135000,5250,37489.9,4340.8,34291.4,8254.2,66
249000,10387,34618.5,3713,33317.6,5363.7,26
180000,5500,37313.1,4078,34484.2,8103.1,25
219000,7000,36847.3,4120.8,34327.5,7638.4,9
185000,11701,33760.1,3378,33378,4534.9,31
206000,7725,38002,3919.4,34893.8,8808.6,36
165000,8400,38877.6,3966.6,35331.9,9696.6,64
215000,9997,34493,3993.7,33765.9,5291.8,69
138000,7875,39380.8,3905.1,35788.5,10222.4,36
119000,6550,30746.4,3298.9,33089.1,1545.4,79
230000,9997,34394,4215.7,34073.1,5222.5,0
205000,8798,32918.5,3545.7,33737.6,3742,26
210000,5300,32741.9,3497,33698.7,3564.5,0
230000,9997,34263.1,4248.4,34171.4,5102.9,36
115000,7950,31135.4,3580.8,33546.1,1968.2,64
239000,7950,31971.2,3640.2,33796.6,2814.6,0
145000,8250,39347.1,3422.5,36278.1,10223,36
215000,9997,34710.1,4173.2,34623.2,5574.5,69
217000,10600,31684.7,3794.5,33905.2,2538.9,78
144400,7950,31887.1,3902.2,34044,2748.8,69
110000,7150,37191.9,2834.8,35697.1,8073.5,64
185000,9997,34417.1,4244.6,34730,5292.4,21
232500,9997,34157,4440,34660.5,5031.9,31
187000,9997,33737.1,4451.1,34552.2,4611.3,36
230000,7650,31878.1,4056.6,34195.5,2749.6,9
170000,5100,31651.2,4385.8,34487.1,2542.7,11
160000,5200,31892.3,4652.5,34787.4,2799.3,12
170000,6750,38612.9,2191.3,36994.2,9515.6,15
165000,8790,39696.3,2783.5,37454.2,10596.1,36
89000,6750,38469.6,2000,37072.1,9369.6,66
123000,12492,40057.3,2975.6,37728.9,10954.6,60
134500,12492,40057.3,2975.6,37728.9,10954.6,60
245000,8610,39625.8,2653.4,37552.2,10523.6,0
115000,5760,37769.4,1734.9,36899.2,8668.6,63
220000,5464,37713,1731.5,36879.3,8612.3,1
151800,5806,37027.6,1653.8,36743,7924.9,65
90000,10662,30356.1,5308.1,35039.1,1264.8,67
185000,6480,38525.8,1663.8,37482.7,9421.4,59
208000,43976,36040.4,1843.9,36612.2,6936,70
95000,11200,30271.2,5522.6,35230.1,1173.2,62
175000,10350,32114.4,5521.3,35690.6,3011.5,63
199000,7850,39788.7,2210.8,38260,10688.7,54
168000,8279,32109.9,5494.7,35846.8,3005.7,56
310000,43575,36671.7,1120,37084.3,7572.8,1
162000,7791,31667.6,5862.3,36129.6,2567.1,58
170000,7791,31952.3,5548.8,36334,2853.5,38
165000,7791,31883.9,5595.6,36581.1,2785.4,46
155000,7950,31071.5,6398.6,36431.8,1973.3,64
97000,7000,30752.9,6534.3,36404.6,1654.2,61
130000,9650,32279.8,5075.3,36782.9,3181.2,45
125000,12375,32971.7,4488.6,37034.9,3870.8,57
136000,14152,33305.5,4014.1,37104.6,4206.1,56
215000,10571,33285.8,4112.2,37100.4,4186.4,11
174000,7791,31814.3,5648.6,36925.2,2713.6,30
2.00E+05,21960,37610.4,0,38576,8509.5,54
120000,5300,35436.7,2060.7,37986.1,6332.9,76
140000,7450,34211.7,3180.6,37688.3,5107.5,60
113000,7950,31890.5,5578.1,37209,2785.4,62
147500,8343,33576.5,3889.7,37690.1,4475,16
186000,5300,35075.2,2430.4,38146,5980.5,28
137000,7000,29963,7336.4,36954.9,857,24
98000,5300,34583.3,2910.5,38023.5,5488.2,61
209900,7950,31814.4,5651.8,37354.1,2714,11
145000,7950,33649.2,3819.7,37805.1,4552.8,69
141000,8480,30932.7,6532.5,37215.3,1830.3,68
250000,11009,36526.5,990.7,38816.5,7445.1,10
112000,6825,33215.7,4266.1,37870.9,4123.6,81
120000,5300,35062.3,2480.8,38402.1,5977.6,56
210000,7950,36307.4,1263.9,38904.9,7234.1,67
80000,7000,30453.5,7052.3,37534.7,1367,53
150000,9450,36635.1,981.9,39253.7,7574.4,38
185000,7000,30401.8,7111.1,37658.3,1321.4,39
210000,9675,39888.3,818.1,40452.7,10838.6,21
140000,5300,35241.3,2375.9,38861.9,6176.9,36
215000,9028,39660.5,600.1,40412.3,10610.2,0
228000,10204,39525.5,480.7,40376,10473.6,0
185000,12596,36703.8,872.8,39385.6,7646.8,11
222000,11250,35448.7,2180.7,39174.6,6401.5,47
165000,5250,30328.1,7234.2,38175.8,1274.1,16
110000,6240,32918,4735.7,38946.1,3891.1,57
145000,8065,32327.2,5305.2,38797.6,3300.5,43
180000,5250,30662.4,6944.3,38479.1,1623.5,16
180000,6170,32317.6,5348.3,38985.5,3307.9,46
120000,6830,31373.7,6254.6,38836.9,2362.9,65
1.00E+05,7800,31361.5,6270.7,38941.2,2370.1,65
223000,6120,29891.2,6528.3,38905.4,926.3,1
220000,5250,30327.5,6884.1,39061.7,1377.8,0
150000,6890,33363.8,4409.6,39696.4,4417.6,35
165000,6360,33122.9,4642,39648,4177.7,16
165000,6120,29950,6542.7,39013.9,1000.2,10
163000,7500,37544.8,335.9,41187,8643.7,53
185000,6425,32036.8,5801.6,39876.9,3128.4,58
133500,10200,39612.5,1265.7,42256.7,10744.2,53
226000,8910,33690.8,4182.7,40388.1,4796.2,36
164900,8100,32451.5,5431.1,40146.8,3553.6,61
205000,9350,36098,1720.9,41167.8,7219.2,16
160000,6411,32027.5,5869.4,40074.7,3128.5,26
275000,8850,33851.5,3957,40557.9,4964.4,21
134000,6750,31015.7,6831.6,39918.4,2113.5,61
120000,7500,36450.4,1362.6,41341.3,7577.2,66
170000,8250,36958.4,837.9,41561.3,8090.5,16
150000,7725,36702.9,1099.8,41484.4,7834.2,66
99000,6602,30811.2,7056.6,40022.5,1915.1,56
95000,7884,30513.2,6768.9,39980.6,1619.8,57
135000,11155,30143,6421.2,39993.9,1245.1,67
160000,7275,33265.9,4539.7,40821.9,4400.5,67
150000,7950,36582.3,1204.3,41818.3,7733.1,66
320000,20250,30791.9,6965.1,40348.1,1919.8,71
116000,6750,34328.5,3508.2,41176.9,5475.1,36
190000,6750,34328.5,3508.2,41176.9,5475.1,36
1.00E+05,7875,35386.2,2399.4,41579.4,6538,64
145000,7875,34864.2,2924.9,41493.4,6017.5,16
205000,6550,33561.1,4260.1,41139.8,4712.9,31
117000,7854,35908.1,1890.8,41824.1,7065.6,64
125000,9170,32626.9,5189.4,40963.3,3777.6,62
91000,9435,31950,5862.2,40852.2,3100.1,63
176500,8645,30262.6,6357.1,40811.6,1419.3,66
99900,12368,37386.9,615.9,42610,8558.3,61
139000,9372,35256,2581.1,41972.8,6421.2,54
169000,8850,37636.1,561.3,42841.3,8810.7,64
159300,7680,34255,3597.6,41810.2,5425.2,41
125000,7350,30080.5,6160.4,40978,1241,31
97100,7680,34191,3681.8,41941.7,5365,48
115000,7200,37758.6,497.7,43128.1,8940.2,55
135000,8100,35511.4,2421.1,42463,6690,63
148900,7554,35778.9,2196.7,42568.7,6959.4,63
210000,7875,29738,5768.2,41206.8,910.3,47
155000,8175,35243.8,2692.9,42475.2,6424.7,16
175000,7714,30277.5,6279,41466.6,1455.9,66
175000,8955,36390.5,1770.8,42934.1,7577.1,66
101100,7714,30222.4,6224.4,41460,1400.8,66
110000,7875,29848.9,5854.2,41417.4,1027.6,66
120000,7875,29788.1,5793.9,41410.9,966.8,66
117000,7380,33862.5,4119.4,42383.4,5050.9,64
154000,7380,33685.7,4287.6,42346.3,4874.1,64
125000,7380,33555.8,4398.5,42318.9,4741.5,64
165000,8149,34722.2,3336.7,42750.1,5914.5,15
120000,7600,30328.5,6299.2,41802.7,1517.2,67
145000,7600,30383.1,6345.7,41938.9,1575.1,66
140000,7600,30150.3,6113.5,41909.8,1342.2,60
210000,8100,34959.5,3212.6,43027.2,6156.4,63
118000,7500,38736.6,597.2,44206.4,9935.8,63
75000,7500,39272.7,104.2,44404.8,10472.5,63
174000,7500,32285.1,5701.1,42415.3,3481,66
125000,9642,34031.2,4100.2,42885,5229.1,64
196000,7500,29893.8,5851,42082.7,1088.4,26
215000,7500,38488.2,880.3,44272.9,9688.9,63
104900,6930,31774.4,6074.3,42437.5,2971.6,26
215000,6930,31774.4,6074.3,42437.5,2971.6,26
133000,7575,35765.4,2692.6,43454.6,6964.9,63
140000,9472,33659,4504.6,42982.8,4859.4,59
105000,7760,31901,5871.3,42610.2,3100.5,63
115000,8100,35228.3,3187.4,43460,6429.3,63
140000,7680,32700.3,5332.2,42818.6,3900.4,64
1.00E+05,7876,29597.6,5548.9,42375.8,797.8,66
135000,6930,31116.3,6092.5,42747,2317.6,63
210000,9472,33578.6,4394.4,43297.7,4780.1,31
155000,7670,32037.3,5465.5,43025.9,3238.8,65
172000,6930,31706.1,5664,42945.6,2907.6,63
135000,8039,36408.5,2209.1,44183,7609.1,62
177000,7724,37454.9,1874.1,44559.2,8654.8,16
189000,16476,36377.2,2120.3,44252.5,7577.2,62
155000,7701,33177.7,4652.8,43427.3,4378.5,36
199000,6930,30848.9,5978.5,43076.9,2049.4,36
150000,7500,32153.4,5107.3,43368.9,3353.5,65
181000,9563,35784.7,2327.1,44231.4,6984,42
190000,7600,30251.9,6201.4,43104.4,1451.5,36
244000,11250,39425.6,209.9,45522.6,10618,52
220000,6054,36016.1,2069.8,44501.2,7212.3,6
145000,10500,36270.9,1871.3,44570,7464.5,62
168300,11200,35456.4,2453.6,44357,6650.2,62
170000,7565,35195.8,2645.6,44364.7,6389.6,62
135000,7740,38389.5,1240.8,45323.5,9580.4,64
115000,7824,38164.4,1291.3,45321.9,9353.6,47
150000,9194,36020,1935.1,44659.1,7213.1,61
170000,9600,34175.7,3504.6,44200,5369.4,64
230000,9588,34029.3,3638.5,44170.3,5223,31
165000,8611,30879,5623.2,43516.9,2074.9,64
99000,7872,30154.2,6105.3,43430.6,1349.1,63
1.00E+05,8611,31602.1,5030.6,43759.1,2794.3,64
189000,7875,35648.4,2122.7,44723.7,6836.2,36
155000,9600,34108.2,3500.8,44370.5,5297.4,63
171000,6511,30054.9,6007,43621.7,1245.9,36
265000,10355,38539.8,1025,45706.5,9732.8,63
168000,8925,35205,2457.8,44715.8,6394.7,63
135000,8636,31480.5,4980.9,43915.3,2668.3,64
165000,7920,30414,5756.5,43775.7,1601,63
185000,7920,30172.8,5940.6,43748,1359.6,31
168000,8700,34718.8,2809.6,44791.1,5911.2,38
92000,7500,35864.4,1728.3,45148.9,7059.6,63
190000,11625,37122.9,685.9,45655,8318.6,62
135000,9472,34247.4,3220.7,44872.6,5443.1,64
170000,9068,34717.9,2740.6,45016.8,5913.4,53
125000,7875,33660.8,3343.5,44848.9,4856.6,62
165000,10350,36167.8,1321.7,45498.4,7362.9,58
162000,8109,32706.8,3792.7,44661.4,3902.5,58
170000,10350,36311.8,1134.5,45668.2,7505.7,60
180000,7875,33658.9,3199,45000.9,4854,61
140000,7875,33513.1,3158.8,45077.3,4707.3,62
180000,8611,31006.9,4780.6,44642,2201.3,26
125000,6521,31372.3,4469.7,44757.6,2566.9,63
155000,8426,30504.9,5183.6,44582.2,1699.2,57
155000,7577,31079.8,4547.2,44957.5,2268.5,36
252000,7725,33817.3,2295.5,45935.3,4971.7,26
169000,7500,30504.1,4816,45325,1665,26
85000,7500,30425.2,4883.5,45315.1,1586.2,55
129833,6234,37762.3,218.3,47203.9,8896.2,46
160000,5859,38016,471.3,47317.5,9149.3,12
110000,6960,38330.5,777.6,47518.5,9302.5,31
130000,5858,38027.9,475.4,47477.2,9152.8,26
125000,6300,37611.9,56.7,47429.2,8734.4,55
129900,8168,31920.2,3225.3,46275.8,3037.3,67
170000,7875,29635.8,4909.7,45997.8,751.3,26
148500,8400,30738.5,4281.4,46211.5,1850.5,31
125000,6060,38099.9,219.3,48078.7,8670.4,26
84200,7875,29796.9,4743.6,46365.7,898,63
75000,8400,30103.9,4423.3,46560.7,1198.4,62
125000,16125,34462,650.8,47524.1,5553.2,57
1.00E+05,7875,30931.1,3688.7,46909.1,2019.6,67
162700,7875,31009.7,3562,47019.6,2095.9,21
87000,7203,36979.4,110.6,48473,7947.9,66
178000,9360,30141.6,3941.5,47182.4,1221.9,31
107000,10350,31166.4,3117.7,47483.7,2243.6,21
220000,10350,31166.4,3117.7,47483.7,2243.6,21
175000,7500,34464.5,399,48183,5542.7,41
135000,10500,29225.2,3781.5,47280.6,298.7,66
119000,15000,34098.5,691.9,48242.6,5171.8,62
280000,11025,32141.4,2313.4,47906.3,3212.8,59
286000,15000,33957.4,851.8,48341.2,5027.1,26
90000,5000,37186.4,894.3,49285.1,7131.3,66
130000,7950,30520.1,3266.9,47829.4,1583.5,36
94000,7500,31870.3,2262.7,48165.2,2930.6,36
242000,11100,32180.7,1964.6,48349.5,3234.6,26
142500,20000,34068.4,593.9,48746.1,5122,60
85000,5000,36596.4,459.1,49440.9,6819.5,21
140000,5000,36596.4,459.1,49440.9,6819.5,21
2.00E+05,9000,32332.8,1758.4,48439.8,3376.2,31
92000,5881,36449.3,360.7,49486.3,6733.2,67
114000,5882,36333,445.5,49678.8,6510.7,65
150000,7549,30783.2,2650.6,48504.3,1808.9,65
141800,7575,32483.4,1467.1,48807.9,3512.8,36
101000,5000,35808.4,164.7,49547.6,6515.9,66
1.00E+05,5000,35682.5,176.5,49584.5,6448.6,66
125000,5000,35648.9,261.6,49706.3,6312.7,26
234000,7500,31079.5,2245.6,48848.6,2083.3,1
120000,7500,31857.3,1688.1,49014.6,2860.8,65
197000,7875,31237.8,2086.9,48940.7,2236.7,26
180000,15000,32480.6,1124.4,49241.4,3472.5,31
119900,8123,30294.4,2157.5,49007.8,1260.8,36
158000,7500,31903.8,1397.8,49385.9,2876.2,26
254500,7875,30863.2,1916.8,49346.5,1818.3,21
210000,9000,31249.1,1587.6,49585.4,2183.9,61
127400,8423,30335.8,1611.6,49575.2,1248.8,26
160000,4800,37007.9,1504.3,50957.6,5330.9,0
2.00E+05,7727,40100.8,1308.1,51943.3,5136.5,27
170000,10925,32398.7,672.1,49995.7,3311.9,36
135000,6000,38526.8,1320,51496.1,5148.3,36
189000,6000,39806.4,1207.8,51949.1,5036,47
135000,6000,38177.3,1221.6,51494.8,5049.5,26
360000,10350,32205.5,631.2,50220.9,3082.2,48
190000,6000,38502.5,1069.2,51723.1,4897.3,34
195000,5250,35741.9,1088.4,51106.3,4914,57
148000,5000,37573.5,979.8,51575.1,4806.8,52
150000,5646,37073.5,828.2,51607,4654.8,35
113500,6000,40056.7,711,52474.6,4539.3,66
165000,5000,35299.1,830.1,51215.1,4666.4,34
170000,5000,34867.8,575.2,51132.3,4661.6,30
72000,5000,37770.5,722.8,51863.5,4550.1,67
146000,5000,36927.4,734.8,51661.7,4561.2,55
190000,7500,31366.2,782.2,50517.1,2241.9,44
195000,6000,39566.3,463.5,52577.9,4291.4,36
193000,6000,39512.5,463.8,52563.1,4291.6,36
150000,6000,39456.1,464,52547.6,4291.8,66
165000,5000,35199,569.8,51436.7,4414.8,9
148000,5000,34582.1,499.8,51334.5,4406.7,10
210000,12000,31572.6,456.1,50808,2441.4,36
210000,12600,30530.2,447.8,50707,1397,41
107000,6300,39351.9,190.1,52757,4017.8,47
125000,5000,35205.3,321,51684.7,4165.5,57
159000,5060,35312.5,186,51857.4,4020.3,56
163000,4913,34915.9,134.1,51784,4007.4,30
346000,26500,31199,0,51091,2050.3,26
187000,9136,40173.8,50.5,53392.4,3615.5,46
165000,7667,35547.4,284.4,52523.3,3396.1,63
143000,9000,38572.6,372.8,53293.9,3253.1,35
137000,7500,39154.9,456.8,53521.9,3183.8,35
175700,7800,35813.7,358.7,52645.5,3325,43
159000,7500,38448.2,457.9,53342.9,3179.7,65
122500,7500,39619.4,538.5,53704.8,3119.4,65
140500,7500,39484.4,537.2,53667.8,3117.8,35
125000,9000,38091.5,484.2,53280.8,3139.5,66
199900,7500,39490.1,640.6,53768.3,3020.7,35
149000,7500,38607,737.5,53650.4,2897.6,66
117000,7500,39289.6,791.2,53859.1,2866.4,65
250000,7800,35832.7,735.8,53013.1,2945.2,0
126000,7500,39823.7,888.7,54092.3,2772.2,65
184900,7500,39455.5,891.4,53997.2,2770.5,36
195000,9000,38347.2,896.3,53741.2,2727.8,66
135000,7500,39912.2,1040.7,54259.8,2617,66
160000,7800,36109.8,1041.8,53364.4,2637.3,33
84000,7500,39178.2,1290.7,54304.4,2369.5,65
170000,7500,39178.2,1290.7,54304.4,2369.5,65
130000,7800,35957.2,914,53474.7,2495.2,58
152000,7500,39949.2,1575.8,54775.1,2088.3,66
190000,12000,38653.5,1567.6,54442.4,2091.9,36
160000,9000,38027.2,1807.4,54515.2,1870.8,66
222000,7800,35910.3,823.7,54095.1,1836.1,63
162000,7800,35396.9,308.5,53999.4,1836.2,43
167000,7800,35507.7,409.2,54167,1686.6,43
135000,8625,35242.7,143.3,54117.8,1688.6,33
125000,7500,38230.9,2164.4,54903.3,1499,46
168000,7800,35949.8,829.9,54546.1,1382,33
192000,7866,40030.6,2745.7,55899.5,920.3,52
143000,9000,38978.9,2850.3,55732.9,832.1,36
152000,7800,35843.2,675.8,55006.5,881.1,43
137000,9000,37213,2033.3,55466.9,693.3,36
131800,7800,36020.2,830.5,55258.1,651.4,63
175000,7800,36020.2,830.5,55258.1,651.4,63
150000,7800,35605.7,413.4,55179.3,648,63
118000,7800,36037.3,831.3,55405.6,505.2,63
191000,7500,37775.5,2171,56021.5,211.7,46
175000,9975,37857.8,2081,56134.3,118.4,46
140000,7725,36392.2,1158.1,55828.6,120.3,63
148000,8100,40845.3,965.5,46462.8,11214.1,58
158000,6250,42696.7,679.4,48135.7,10127.7,25
160000,5000,42499.6,869.2,48832.6,9322.1,26
145000,7085,42135.4,1861.1,49769,8190,26
207500,6737,44143.9,2893.8,50622.4,8014.4,11
175000,6737,44117.2,2942.9,50702.3,7918.1,14
175000,5850,42362.9,2443.4,50355.8,7632.4,16
196000,7534,42777.6,3128.9,51078.5,6969.4,23
170000,6565,44078.2,2942.8,51734.2,6737,61
205000,6450,41761.2,2662.8,50929.6,6762.7,24
2.00E+05,9425,44414.7,2805.9,52014.2,6602,60
2.00E+05,7800,44560.9,2815.5,52062.5,6616,24
102000,4895,44025.1,2556.2,52103.9,6350.2,44
195000,6500,44242.3,2144.6,52549.4,5939.5,16
198000,6500,44571.6,2085.2,52688.9,5883.7,16
178000,6500,44265.1,1844.4,52828,5639.2,18
159900,6718,43115,1728.6,52505.3,5530,29
190000,6500,44003.7,1562.6,52951.5,5356.2,22
170000,6500,44016.8,1471.4,53049.2,5265.1,26
178000,6350,40613.5,1483,51915.1,5309.4,32
87500,6000,42331.4,1209.4,52713.2,5029,46
229700,10527,41241.3,1206.9,52373.8,5029.3,34
121000,6180,42683.6,1029.3,53025.2,4848.1,64
199000,7920,43820.3,736.6,53646.7,4529.7,37
173000,7920,43329.7,741.5,53477.9,4539.2,37
167000,7920,43616.6,415.8,53865.7,4208.9,56
197500,8547,43825.9,168.8,54131.5,3961.7,56
245000,6720,42524.3,176.3,53698.6,3995.9,43
170000,8400,41201.1,179.3,53293.9,4002.7,34
220000,8160,48138.5,372.2,56375.3,3328.7,14
180000,7500,40880.1,873,54369.9,2805.8,63
250000,12840,46092.8,1064.4,56341.2,2469.9,0
165000,6420,47824.1,1295.9,57151,2347.5,59
205000,8108,42320.3,1163.9,55070.2,2484.2,38
200500,7500,41292.6,1170.5,54768.7,2490.9,64
260000,8560,48109,1572.8,57439.5,2129.3,12
2.00E+05,7875,42914.5,1438.3,55496.1,2220.9,16
165000,7875,42037.5,1428,55231.4,2225.6,53
222000,12000,47035.6,1294.4,57149.1,1998,60
150000,7875,42995.8,1540.8,55615,2109,58
190000,7875,42922.4,1539,55592,2110.1,33
